date,content,source,user name,followers,handle,location,country,link,tags,replies,reposts,likes,views,included url
2025-01-15,"COCOON (NCT06120140) phase 2, open-label, RCT evaluating the impact of enhanced vs standard dermatologic mgmt on #amivantamab #skintoxicity reached its primary endpoint Basically you need to be very proactive and treat skin toxicity early and agressively.  ( I would argue that dose reductions/interruptions  may be needed for some pts too) #skintoxicity 
@EGFRResisters
  https://innovativemedicine.jnj.com/newsroom/cocoon-study-meets-primary-endpoint-demonstrating-statistically-significant-and-clinically-meaningful-reduction-in-dermatologic-reactions-with-easy-to-use-prophylactic-regimen-for-patients-with-egfr-mutated-nsclc",x.com,Dr. Estela Rodriguez,7090,@Latinamd,"Miami, FL",United States,https://x.com/Latinamd/status/1879720130185240608,"#amivantamab, #skintoxicity",0,0,8,653,https://innovativemedicine.jnj.com/newsroom/cocoon-study-meets-primary-endpoint-demonstrating-statistically-significant-and-clinically-meaningful-reduction-in-dermatologic-reactions-with-easy-to-use-prophylactic-regimen-for-patients-with-egfr-mutated-nsclc
2025-01-10,"RYBREVANT (amivantamab-vmjw) plus LAZCLUZE (lazertinib) shows statistically significant and clinically meaningful improvement in overall survival versus osimertinib  
https://jnj.com/media-center/press-releases/rybrevant-amivantamab-vmjw-plus-lazcluze-lazertinib-shows-statistically-significant-and-clinically-meaningful-improvement-in-overall-survival-versus-osimertinib  
#LungCancer #NSCLC #EGFRMutations #TargetedTherapy #Amivantamab #Lazertinib #ClinicalTrials #MedicalNews",x.com,STELLANEWS.LIFE,728,@stellanewslife,,Japan,https://x.com/stellanewslife/status/1877735369460097122,"#LungCancer, #NSCLC, #EGFRMutations, #TargetedTherapy, #Amivantamab, #Lazertinib, #ClinicalTrials, #MedicalNews",0,0,0,121,https://www.jnj.com/media-center/press-releases/rybrevant-amivantamab-vmjw-plus-lazcluze-lazertinib-shows-statistically-significant-and-clinically-meaningful-improvement-in-overall-survival-versus-osimertinib
2025-01-07,"BIG NEWS. An overall survival improvement is an important justification for treatment intensification. Look forward to seeing the data. 
@OncoAlert",x.com,"Sanjay Popat

",7609,@DrSanjayPopat,,England,https://x.com/DrSanjayPopat/status/1876694259690254833,,4,11,54,4700,https://www.jnj.com/media-center/press-releases/rybrevant-amivantamab-vmjw-plus-lazcluze-lazertinib-shows-statistically-significant-and-clinically-meaningful-improvement-in-overall-survival-versus-osimertinib
2025-01-02,#Rybrevant #amivantamab #Lazcluze #lazertinib #advancedlungcancer #lungcancer #EGFRmutatedNSCLC #JanssenCilagInternational  #NSCLC #nonsmallcelllungcancer  #thoraciccancer #EGFRmutationpositiveNSCLC #precisionmedicine #MARIPOSAstudy,x.com,40:40 Recruitment,547,@4040rec,,United Kingdom,https://x.com/4040rec/status/1874817045696766091,"#Rybrevant, #amivantamab, #Lazcluze, #lazertinib, #advancedlungcancer, #lungcancer, #EGFRmutatedNSCLC, #JanssenCilagInternational, #NSCLC, #nonsmallcelllungcancer,  #thoraciccancer, #EGFRmutationpositiveNSCLC, #precisionmedicine, #MARIPOSAstudy",0,0,0,61,https://pharmatimes.com/news/european-commission-approves-rybrevant-with-lazcluze-for-advanced-lung-cancer/
2025-01-03,"FDA rejected the BLA for subcutaneous #Amivantamab + hyaluronidase for EGFR-mutated #NSCLC due to manufacturing issues, not safety or efficacy. PALOMA-3 data show noninferiority to IV delivery. https://bit.ly/3VPoJd5 #LungCancer #LCSM 
@YusriElsayed_MD
 
@JessicaJLinMD",x.com,Oncology News Central,1701,@OncNewsCentral,"New York, NY",United States,https://x.com/OncNewsCentral/status/1875320487275900967,"#Amivantamab, #LungCancer, #LCSM, #NSCLC",0,1,2,178,https://www.oncologynewscentral.com/drug/fda-rejects-application-for-subcutaneous-amivantamab-in-non-small-cell-lung-cancer?ap=sclonc
2025-01-24,#Tumoredelpolmone: arriva l'#approvazioneeuropea per la #combinazione di #amivantamab e #lazertinib in prima linea,x.com,Notizieedintorni.it,52,@Notizieedintorn,,Italy,https://x.com/Notizieedintorn/status/1882756490391613684,"#Tumoredelpolmone, #approvazioneeuropea, #combinazione, #amivantamab, #lazertinib ",0,0,0,28,https://www.notizieedintorni.it/tumore-del-polmone-arriva-lapprovazione-europea-per-la-combinazione-di-amivantamab-e-lazertinib-in-prima-linea/
2025-01-08,"J&J's combo extends patients' lives in head-to-head study with AstraZeneca's drug

#LungCancerTreatment | #NSCLC  | #CancerResearch |  #Rybrevant  | #Lazertinib | #EGFRMutation |  #OncologyNews | #CancerSurvival
Read more:
https://pharma.economictimes.indiatimes.com/news/research-and-development/jjs-combo-extends-patients-lives-in-head-to-head-study-with-astrazenecas-drug/117028138",x.com,ETPharma,90,@ETPharma,,India,https://x.com/ETPharma/status/1876909167920709994,"#LungCancerTreatment, #NSCLC, #CancerResearch, #Rybrevant, #Lazertinib, #EGFRMutation, #OncologyNews, #CancerSurvival",0,0,1,63,https://pharma.economictimes.indiatimes.com/news/research-and-development/jjs-combo-extends-patients-lives-in-head-to-head-study-with-astrazenecas-drug/117028138
2025-01-07,"Exciting developments in the treatment of #EGFR+ advanced non-small cell #LungCancer, indeed! The significant increase in overall survival with the combination of #Amivantamab and #Lazertinib compared to #Osimertinib could mark a step forward in therapeutic strategies. It would be interesting to discuss how this might affect current treatment guidelines and patient quality of life. What factors should be considered before implementing treatment intensification protocols based on these findings? #Medicine For in-depth analysis on the latest biomedical research, check out https://sciqst.com, which offers comprehensive biomedical reviews tailored for experts and non-experts alike.",x.com,"Raffaele Di Giacomo, PhD",5862,@sciqst,,Switzerland,https://x.com/sciqst/status/1876711122050679114,"#EGFR, #LungCancer, #Amivantamab, #Lazertinib, #Osimertinib, #Medicine",0,0,0,209,https://www.sciqst.com/
2025-01-09,"#Johnson&Johnson's Phase 3 #MARIPOSA trial shows that the combination of #RYBREVANT® and #LAZCLUZE™ significantly extends #overall_survival by over a year for patients with #EGFR-mutant #NSCLC, offering new hope.",x.com,Guidechem,1823,@ChGuide,,China,https://x.com/ChGuide/status/1877234909313417657,"#Johnson, #MARIPOSA, #RYBREVANT, #LAZCLUZE, #overall_survival, #EGFR, #NSCLC",0,0,0,88,https://www.linkedin.com/pulse/copy-os-extended-over-one-year-johnson-johnsons-egfrcmet-vkjne/?trackingId=FoX9Y2c%2FTgcjGFgDCYRqlw%3D%3D
2025-01-07,"#MARIPOSA The amivantamab + lazertinib combo showing over a year of OS benefit vs. osimertinib is exciting, but increased toxicity shouldn’t be ignored. 
High-risk clinicopathologic features may guide patient selection
https://annalsofoncology.org/article/S0923-7534%2824%2900702-6/fulltext",x.com,Yakup Ergün,4308,@dr_yakupergun,,Turkey,https://x.com/dr_yakupergun/status/1876644159869866147,#MARIPOSA,1,31,102,7800,https://www.annalsofoncology.org/article/S0923-7534%2824%2900702-6/fulltext
2025-01-07,"In high-risk patients (TP53, liver mets), Amvi+Laz outshines Osi and FLAURA2. But for brain mets, Osi+ChT gives the longest PFS!  Amivantamab's big molecule struggles with crossing the blood-brain barrier.#CancerTreatment #EGFR #oncologyupdates",x.com,Hakan Önder,90,@onder_haka2124,,Turkey,https://x.com/onder_haka2124/status/1876686025650475212,#CancerTreatment #EGFR #oncologyupdates,0,1,1,257,
2025-01-09,"Johnson and Johnson (@JNJNews) has announced positive topline results from the Phase 3 MARIPOSA study
@StephenVLiu
@YusriElsayed_MD

https://oncodaily.com/insight/johnson-and-johnson219401

#Health #Medicine #Cancer #OncoDaily #Oncology #MARIPOSA #Research #MedX",x.com,OncoDaily,6044,@oncodaily,"Boston, MA",United States,https://x.com/oncodaily/status/1877339547731665088,"#Health, #Medicine, #Cancer, #OncoDaily, #Oncology, #MARIPOSA, #Research, #MedX",1,7,22,433,https://oncodaily.com/insight/johnson-and-johnson219401
2025-01-07,"The phase 3 MARIPOSA study has met its final pre-specified secondary endpoint of OS, according to an announcement from Johnson & Johnson today.  Learn more about the new data and next steps: https://buff.ly/4gKR2lh #lcsm #NSCLC #EGFR",x.com,Lung Cancers Today,311,@Lung_Cancers,,,https://x.com/Lung_Cancers/status/1876752933733208207,"#lcsm, #NSCLC, #EGFR",0,0,1,98,https://docwirenews.com/post/phase-3-mariposa-study-meets-os-endpoint-in-egfr-positive-nsclc
2025-01-01,HUTCHMED Announces NDA Acceptance in China with Priority Review Status for ORPATHYS® and TAGRISSO® Combination in Lung Cancer Patients with MET amplification After Progression on First-Line EGFR Inhibitor Therapy $HCM,x.com,Life Science Report,3292,@lifesciencerpt,,Untied States,https://x.com/lifesciencerpt/status/1874607043849425031,$HCM,0,0,0,359,https://lifesciencereport.com/news/nasdaq/hcm/hutchmed-announces-nda-acceptance-in-china-with-priority-review-status-for-orpathys-and-tagrisso-combination-in-lung-cancer-patients-with-met-amplification-after-progression-on-first-line-egfr-inhibitor-therapy
2025-01-01,"$HCM HUTCHMED's NDA for ORPATHYS and TAGRISSO combo in lung cancer patients with MET amplification after EGFR therapy accepted with priority review in China.

More Info: https://pryzm.ozmosi.com/product/1573 $XBI $IBB $XPH $PPH",x.com,Ozmosi,2118,@OzmosiHealth,"Spring Lake, NJ",Untied States,https://x.com/OzmosiHealth/status/1874607140482285925, $XBI $IBB $XPH $PPH,0,0,0,213,https://pryzm.ozmosi.com/product/1573
2025-01-01,$HCM HUTCHMED Announces NDA Acceptance in China with Priority Review Status for ORPATHYS® and TAGRISSO® Combination in Lung Cancer Patients with MET amplification After Progression on First-Line EGFR Inhibitor Therapy $HCM,x.com,عبدالمحسن محمدناصرالسحيم,486,@AlmohesnM,,Kingdom of Saudi Arabia,https://x.com/AlmohesnM/status/1874608984625426821,$HCM,0,0,0,287,
2025-01-02,We are pleased to share that the New Drug Application for the ORPATHYS® plus TAGRISSO® in lung cancer patients with MET amplification after progression on first-line EGFR inhibitor has been accepted and granted priority review in China. https://hutch-med.com/orpathys-tagrisso-nda-acceptance-in-china-with-priority-review-status-for-lung-cancer-after-egfri/,x.com,HUTCHMED,256,@hutchmed,,"China, United States",https://x.com/hutchmed/status/1874785811566358690,,1,0,0,63,https://www.hutch-med.com/orpathys-tagrisso-nda-acceptance-in-china-with-priority-review-status-for-lung-cancer-after-egfri/
2025-01-02,"#Rybrevant plus #Lazcluze approved in #Europe for EGFR-#NSCLC; showed improvement over #Tagrisso
https://ipharmacenter.com/post/rybrevant-plus-lazcluze-approved-in-europe-for-egfr-nsclc-showed-improvement-over-tagrisso-ipharm
#Pharma #pharmaceutical #healthcare #news #media #medicine #Cancer #oncology #cancer #oncotwitter #immunotherapy $JNJ #breaking #breakingnews #BreakingNow",x.com,ipharmacenter,131,@ipharmacenter,,India,https://x.com/ipharmacenter/status/1874838438585012337,"#Rybrevant, #Lazcluze, #Europe, #NSCLC,  #Tagrisso, #Pharma, #pharmaceutical, #healthcare, #news, #media, #medicine, #Cancer, #oncology, #cancer, #oncotwitter, #immunotherapy, $JNJ, #breaking, #breakingnews, #BreakingNow",0,5,5,158,https://www.ipharmacenter.com/post/rybrevant-plus-lazcluze-approved-in-europe-for-egfr-nsclc-showed-improvement-over-tagrisso-ipharm
2025-01-04,Hutchmed secures priority review in China for ORPATHYS and TAGRISSO combination therapy https://business-news-today.com/hutchmed-secures-priority-review-in-china-for-orpathys-and-tagrisso-combination-therapy/ #LungCancer #NSCLC #CancerResearch #EGFR #METAmplification #BiotechNews #Hutchmed #AstraZeneca,x.com,Business-News-Today.com,1685,@cricket_fundas,,India,https://x.com/cricket_fundas/status/1875711724638368052,"#LungCancer, #NSCLC, #CancerResearch, #EGFR, #METAmplification, #BiotechNews, #Hutchmed, #AstraZeneca",0,0,1,77,https://business-news-today.com/hutchmed-secures-priority-review-in-china-for-orpathys-and-tagrisso-combination-therapy/
2025-01-07,"J&J's Rybrevant, Lazcluze combo significantly improves survival over Tagrisso in lung cancer $JNJ $AZN",x.com,FirstWord Pharma,552000,@fwpharma,,,https://x.com/fwpharma/status/1876616123837456826,"$JNJ, $AZN",1,0,4,753,https://firstwordpharma.com/story/5925447
2025-01-07,"$JNJ touts a survival benefit with Rybrevant + Lazcluze, versus Tagrisso, in Mariposa. My quick take for 
@ApexOnco
 $AZN https://oncologypipeline.com/apexonco/jj-touts-mariposa-survival-benefit",x.com,Madeleine Armstrong,7811,@ByMadeleineA,,England,https://x.com/ByMadeleineA/status/1876617211835752863,"$AZN, $JNJ",0,5,24,2500,https://www.oncologypipeline.com/apexonco/jj-touts-mariposa-survival-benefit
2025-01-07,"Apparently when you start tagrisso, it is recommended that you have a bone density scan and an echo cardiogram to have a baseline. Then monitoring while on the meds. I’ve had neither. Started meds in June. How can i go to so many doctors and no one mentions this? I’m the one that brings it up. I would be embarrassed. And what about that useless my chart system on which doctors spend so much of their time. No pop up for this?",x.com,Mother of Swans,559,@motherofswans,"Philadelphia, PA",United States,https://x.com/motherofswans/status/1876634082890658068,,0,0,0,125,
2025-01-07,"$JNJ MARIPOSA hits on OS (Rybrevant + Lazcluze vs Tagrisso $AZN in 1L EFGRm mNSCLC)

- OS improvement expected to exceed 1 year

- First and only regimen with a survival benefit over SoC in 1L treatment of EGFRM NSCLC",x.com,BiotechX,13,@BiotechX_X,,,https://x.com/BiotechX_X/status/1876648333617647956,"$JNJ, $AZN",1,0,0,125,https://www.investor.jnj.com/news/news-details/2025/RYBREVANT-amivantamab-vmjw-plus-LAZCLUZE-lazertinib-show-statistically-significant-and-clinically-meaningful-improvement-in-overall-survival-versus-osimertinib/default.aspx
2025-01-07,"Context 2: how it stack against Tagrisso FLAURA (osi mono), FLAURA 2 (osi + chemo), Mariposa (ami + lazer) in 1L treatment for EGFR+ NSCLC

https://ilcn.org/experts-debate-addition-of-frontline-chemotherapy-for-egfr-nsclc/",x.com,BiotechX,13,@BiotechX_X,,,https://x.com/BiotechX_X/status/1876648370640769175,,0,1,0,67,https://www.ilcn.org/experts-debate-addition-of-frontline-chemotherapy-for-egfr-nsclc/
2025-01-07,J&J says cancer drug combination showed survival benefit over Tagrisso https://biopharmadive.com/news/johnson-johnson-mariposa-survival-rybrevant-lazcluze-tagrisso-cancer/736634/ $JNJ by @NedPagliarulo,x.com,BioPharma Dive,13200,@BioPharmaDive,Washington D.C,United States,https://x.com/BioPharmaDive/status/1876676641453383687,$JNJ,0,0,0,385,https://www.biopharmadive.com/news/johnson-johnson-mariposa-survival-rybrevant-lazcluze-tagrisso-cancer/736634/
2025-01-07,J&J reported that their #EGFR non-small cell lung cancer drug combo of Rybrevant & Lazcluze in Phase 3 clinical trial had impressive overall survival (OS) data over standard-of-care & improved survival by at least a year https://statnews.com/2025/01/07/lung-cancer-longer-survival-johnson-and-johnson-janssen/  $JNJ #NSCLC,x.com,Pearl Freier,8762,@PearlF,"Cambridge, MA",United States,https://x.com/PearlF/status/1876698746647412873,"#EGFR, $JNJ, #NSCLC",0,1,4,1179,https://www.statnews.com/2025/01/07/lung-cancer-longer-survival-johnson-and-johnson-janssen/
2025-01-07,"Yale Cancer Center deputy dir 
@DrRoyHerbstYale
 said ""In a disease, if you’re a patient, you want the most survival at the best quality of life."" & 
@angRchen
 story mentioned: ""Rybrevant plus Lazcluze combination therapy has more severe side effects  compared to Tagrisso alone, with the interim study showing 75% of  patients experiencing severe adverse events on the combo compared to 43%  of patients who received Tagrisso.....Rybrevant must be given intravenously and can also be difficult to schedule for patients. The big shift would be if J&J can quickly shift from giving the Rybrevant via an IV to a subcutaneous injection —  work that is ongoing and being tested in another trial called COPERNICUS.""",x.com,Pearl Freier,8762,@PearlF,"Cambridge, MA",United States,https://x.com/PearlF/status/1876702188552015935,,0,1,1,783,
2025-01-07,"Replying to @avidresearch and @semodough
I don’t worry about Tagrisso. MARIPOSA has a lot more tox. Dato is the elephant in the room.",x.com,Jialiang Liang,909,@JialiangLiang,"New York, NY",United States,https://x.com/JialiangLiang/status/1876780149485514985,,0,0,1,130,
2025-01-08,"La UE aprueba Tagrisso para pacientes con cáncer de pulmón no resecable con mutación EGFR
(@AstraZenecaES)
",x.com,El GlobalFarma,32300,@ElGlobalEs,,Spain,https://x.com/ElGlobalEs/status/1876962056936501448,,0,0,3,137,https://elglobalfarma.com/industria/ue-tagrisso-cancer-pulmon/
2025-01-08,J&J combo surpasses Tagrisso in Phase III lung cancer test,x.com,The Pharma Letter,24700,@ThePharmaLetter,,England,https://x.com/ThePharmaLetter/status/1876991928949961114,,0,0,0,125,https://www.thepharmaletter.com/biotechnology/jj-combo-surpasses-tagrisso-in-phase-iii-lung-cancer-test
2025-01-08,J&J says Rybrevant combo has survival edge over Tagrisso,x.com,Continental Clinical,683,@Conti_Clinical,Maryland,United States,https://x.com/Conti_Clinical/status/1877001054312702127,,0,0,0,33,https://pharmaphorum.com/news/jj-says-rybrevant-combo-has-survival-edge-over-tagrisso
2025-01-08,"J&J reports lung cancer drug combo extends survival Johnson & Johnson states its drug combination, Rybrevant and Lazcluze, extends lung cancer patients' lives by at least a year longer than AstraZeneca's Tagrisso. A pivotal trial showed significant survival improvements, with J&J projecting annual sales exceeding $5 billion. However, Dr. Stephen Liu cautions that side effects and infusion requirements may impact adoption by doctors and patients. #JohnsonAndJohnson #LungCancer #CancerTreatment #PharmaNews",x.com,X News Journal,16600,@XNewsJournal,,,https://x.com/XNewsJournal/status/1877186887053426972,"#JohnsonAndJohnson, #LungCancer, #CancerTreatment, #PharmaNews",0,0,0,73,
2025-01-12,open.substack.com/pub/biotech2025x/p/weekly-muse-on-biotech?r=53skjw&utm_medium=ios… Weekly wrap up: Top 10 biotech news this week 1. Phase 3 MARIPOSA study hit OS endpoints: JnJ’s combo (ami + lazer) vs. AZ’s Tagrisso in 1L NSCLC,x.com,BiotechX,13,@BiotechX_X,,,https://x.com/BiotechX_X/status/1878456325652308251,,1,0,1,77,https://www.jnj.com/media-center/press-releases/rybrevant-amivantamab-vmjw-plus-lazcluze-lazertinib-shows-statistically-significant-and-clinically-meaningful-improvement-in-overall-survival-versus-osimertinib
2025-01-14,"$AZN on Tagrisso compet from $JNJ Rybrevant competition (since recent OS stat sig in MARIPOSA):
Tagrisso appealing b/c many NSCKC pts treated in community setting, FLAURA2 tol profile v different from other combos around, fits particularly for L858R or pts w/ CNS mets, FLAURA2 OS not fully matured but OS @ IA numerically strongest of combos, pot. data during 2025, FLAURA2 v competitive if not the leading OS data, no skin/nail tox which doesn't disappear with SQ (refering to SQ Rybrevant)",x.com,Bertrand Delsuc,18100,@BertrandBio,,France,https://x.com/BertrandBio/status/1879221811709173999,"$JNJ, $AZN",0,1,2,507,
2025-01-02,"FLAURA/FLAURA2 Regimens as Treatment Options for NSCLC - Cancer Network - Angel Qin, MD, a clinical assistant professor at the University of Michigan Health, led the panel. She was joined by Fawzi Abu Rous, MD, a ... - https://ift.tt/twXYdaH",x.com,The Postdoctoral,21700,@thepostdoctoral,,United States,https://x.com/thepostdoctoral/status/1874863382773293109,,0,0,0,106,https://www.cancernetwork.com/view/nsclc-experts-ponder-best-first-line-treatment-options
2025-01-22,"Edward S. Kim, MD, MBA, discussed the FLAURA2 and MARIPOSA trials of newer regimens for EGFR+ lung cancer. #lcsm | 
@DrEdKim
 
@cityofhope
 
@cityofhopeoc

 
https://hubs.li/Q03383p_0",x.com,Targeted Oncology,20400,@TargetedOnc,New York,United States,https://x.com/TargetedOnc/status/1882126165374066965,#lcsm ,0,0,2,300,https://www.targetedonc.com/view/kim-evaluates-new-regimens-for-egfr-lung-cancer?utm_content=322316369&utm_medium=social&utm_source=twitter&hss_channel=tw-726304448
2025-01-18,"60 M Adeno Lung boneliverbrain Mets (asymptomatic) EGFR L858R. Ecog ps 2. What’s ur first line ? Why ? 
@brunolarvol
 @OncBrothers
 @oncologician
 @myESMO
 @OncoAlert
 @MedscapeOnc
 @JCO_ASCO
 #onctwitter #medtwitter 
@FDAOncology
@myfight4cancer
@MDAndersonNews
@CR_UK
@drvineetgovinda",x.com,Dr Pratiek Paatil,36,@Oncologist_Pune,,India,https://x.com/Oncologist_Pune/status/1880631968754540755," #onctwitter, #medtwitter ",2,2,4,625,
2025-01-18,"Replying to 
@Oncologist_Pune
FLAURA2 due to:
1. Very high cost of amivantamab 
2. Lazertinib not available in India 
3. In my (admittedly limited) experience, Amivantamab+Lazertinib at full doses is not well tolerated by Indian patients, even lower doses are difficult sometimes",x.com,Dr Vineet Govinda Gupta,2908,@drvineetgovinda,,India,https://x.com/drvineetgovinda/status/1880637065072918836,,1,0,4,246,
2025-01-18,"Replying to 
@Oncologist_Pune
If cost is not a constraint and all drugs available then mariposa .Or else Flaura2",x.com,Nirmal Raut,6847,@oncologician,,India,https://x.com/oncologician/status/1880638802496278659,,0,0,2,154,
2025-01-07,"A+L beats Osimertinib in all risks/non-risk& brain mets. 
O+KT gives the best results for brain mets. 
FOCUS should be->MARIPOSA vs FLAURA2: A+L outperforms Osimertinib+ChT(except brain mets). 
A+L isn’t cost-effective but gives the best results outside brainmets. ",x.com,Hakan Önder,90,@onder_haka2124,,Turkey,https://x.com/onder_haka2124/status/1876695848299708605,,1,0,1,129,
